YEAR,COUNTY,PROJ_TYPE,FILING_DATE,CASE_NO,LESSEE,PROPERTY_ADDRESS,CITY,PARCEL_ID,PROP_TYPE,PROP_CODE,CONTACT,CONTACT_TITLE,EMAIL,EST_VALUE,RENT,PILOT_CITY,PILOT_COUNTY,LH_TAX,LEASE_BEGIN,LEASE_END,REPORTING_FLAG,SOURCE_NOTE
2020,,IDB,9/30/2020,IDB000000001456,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00502,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,861274.0,43344.0,4694.0,5701.0,,02/27/2008,02/27/2028,,
2020,,IDB,9/30/2020,IDB000000001455,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00501,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,100957048.0,5080663.0,463429.0,562790.0,,02/27/2008,02/27/2028,,
2020,,IDB,9/30/2020,IDB889,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00500,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,90181678.0,4538393.0,413318.0,501936.0,,02/27/2008,02/27/2028,,
2020,,IDB,9/24/2020,IDB000000002206,COCA-COLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,1380 B 00103,Real,ID01,MATTHEW BALANCE,SENIOR TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,44236700.0,,99556.0,121680.0,,04/23/2014,04/23/2026,,
2020,,IDB,9/24/2020,IDB000000003111,COCA-COLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,47001,Personal,ID01,MATTHEW BALANCE,SENIOR TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,10075095.0,,17002.0,20780.0,,04/23/2014,04/23/2026,,
2020,,HED,9/18/2020,IDB153280,ECG CHESTNUT LP,ECG CHESTNUT LP,Chattanooga,145KG001,Real,HE05,ANN MARIE WETHERINGTON,DIRECTOR OF COMPLIANCE,AWETHERINGTON@ELMINGTONPM.COM,75840.0,,,,,12/19/2017,12/31/2033,,
2020,,HED,9/15/2020,IDB000000003006,HERITAGE-MACLELLAN APARTMENTS,721 BROAD ST,Chattanooga,145CBA005L000,Real,HE05,BRITTANY HARDY,PROPERTY OPERATIONS MANAGER,BHARDY@HLD-LLC.COM,1041800.0,,806.0,13025.0,,04/15/2016,04/05/2032,,
2020,,IDB,9/30/2020,IDB000000003265,HOMESERVE USA CORP,7134 LEE HIGHWAY,Chattanooga,139 P C 007,Real,ID06,DAVID LIPSKY,TAX DIRECTOR,DAVID.LIPSKY@HOMESERVEUSA.COM,5456100.0,667000.0,,,,12/18/2017,12/18/2023,,
2020,,IDB,9/30/2020,IDB000000003266,HOMESERVE USA CORP,7134 LEE HIGHWAY,Chattanooga,139 P C 007 P,Personal,ID06,DAVID LIPSKY,TAX DIRECTOR,DAVID.LIPSKY@HOMESERVEUSA.COM,2493843.0,667000.0,,,,12/17/2017,12/17/2023,,
2020,,IDB,9/15/2020,IDB000000003211,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE & 10638 APISON PIKE,Collegedale,10052016,Personal,ID01,LISA CAGLE,VICE PRESIDENT & CONTROLLER,DAWN.BROCK@MCKEE.COM,79330176.0,,215976.0,643255.0,,12/29/2017,12/28/2027,,
2020,,IDB,9/15/2020,IDB000000003212,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE,Collegedale,141033L000,Real,ID01,LISA CAGLE,VICE PRESIDENT & CONTROLLER,DAWN.BROCK@MCKEE.COM,13660700.0,,49588.0,147692.0,,12/29/2017,12/28/2027,,
2020,,HED,9/18/2020,IDB899,"MK, LLC",1421 MARKET STREET,Chattanooga,145L B 00600,Real,HE05,MORGAN G. ADAMS,"CHIEF MANAGER, ADAMS LLC",ADAMS@TRUCKWRECKJUSTICE.COM,890640.0,,7300.0,8784.0,,09/27/2005,12/27/2021,,
2020,,IDB,9/23/2020,IDB000000002218,PLASTIC OMNIUM AUTO EXTERIORS,3241 HICKORY VALLEY ROAD,Chattanooga,130 00133,Real,ID01,JORGE GARCIA,CHATTANOOGA PLANT CONTROLLER,JORGE-MAURICIO.GARCIA-ESPINOSA@PLASTICOMNIUM.COM JORGE-MAURICIO.GARCIA-ESPINOSA@PLASTICOMNIUM.COM,19088600.0,,43465.0,28917.0,,08/20/2014,01/01/2026,,
2020,,IDB,9/23/2020,IDB000000002900,PLASTIC OMNIUM AUTO EXTERIORS,3241 HICKORY VALLEY ROAD,Chattanooga,046992,Personal,ID01,JORGE GARCIA,CHATTANOOGA PLANT CONTROLLER,,29917434.0,,55126.0,36676.0,,08/20/2014,01/01/2026,,
2020,,IDB,9/16/2020,IDB000000002092,PROVIDENT LIFE & ACCIDENT INSURANCE CO,437 WALNUT STREET,Chattanooga,135M E 00100,Real,ID04,WATSON MARGIE,"FINANCIAL MANAGER, C&W",MWATSON2@UNUM.COM,8368120.0,,57162.0,69418.0,,02/26/2011,02/26/2026,,
2020,,HED,9/29/2020,IDB000000001362,SOUTH MARKET LLC,1280 MARKET STREET,Chattanooga,145E L 01301 C 001,Real,HE05,THOMAS JOHNSON,CHIEF MANAGER,TJSOLAR@BELLSOUTH.NET,577120.0,,8590.0,10433.0,,04/17/2002,12/31/2020,,
2020,,HED,9/4/2020,IDB000000001476,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,1022310,Personal,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,2366902.0,,,,,01/01/2003,01/01/2052,,
2020,,HED,9/4/2020,IDB000000001475,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,139 00302,Real,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,16435172.0,,,,,01/01/2003,01/01/2052,,
2020,,HED,9/16/2020,IDB000000003143,TSO CHATTANOOGA DEVELOPMENT LP,728 MARKET STREET,Chattanooga,145 DA D 010 S000,Real,HE05,GAIL BATTLE,SR. VICE PRESIDENT,GAIL@SIMPSONORG.COM,27734600.0,,,,,10/17/2015,12/29/2031,,
2020,,IDB,9/14/2020,IDB000000002829,VAN DE WIELE INC,6093 RELOCATION WAY,Chattanooga,13200213,Real,ID01,BOB HARDING,PRESIDENT,BOB.HARDING@VANDEWIELE.COM,1500000.0,,,,,01/01/2015,12/31/2020,,
2020,,IDB,10/6/2020,IDB000000001859,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,130 00118 024,Real,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,534658372.0,,3326547.0,,,12/24/2009,12/23/2039,,
2020,,IDB,10/6/2020,IDB000000001858,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,1038312,Personal,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,595199686.0,,2025074.0,,,12/24/2009,12/23/2039,,
2020,,HED,9/21/2020,IDB000000003259,WALNUT COMMONS LLC,212 WALNUT ST,Chattanooga,135 M B 008 2001,Real,HE05,KATHY ORTIZ,ACCOUNTING MANAGER,KORTIZ@GRAYCLIFFCAPITAL.COM,9890200.0,1329030.0,2289.0,2741.0,,11/28/2010,11/27/2025,,
2020,,IDB,10/1/2020,IDB000000001481,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,40153,Personal,ID01,MARK HEFFERAN,TAX AGENT,MARK.HEFFERAN@RYAN.COM,1473509.0,,,,,12/31/2010,01/01/2023,,
2020,,IDB,10/1/2020,IDB910,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,131I A 00201,Real,ID01,MARK HEFFERAN,TAX AGENT,MARK.HEFFERAN@RYAN.COM,1894500.0,,,,,12/31/2010,01/01/2023,,
2020,,IDB,10/1/2020,IDB000000003316,YANFENG US AUTOMOTIVE INTERIOR SYSTEMS,7463 BONNYSHIRE DR,Chattanooga,50278,Personal,ID01,TODD BARRON,AGENT,TBARRON@BARRONTAX.COM,11042156.0,,104224.0,25092.0,,05/15/2016,12/31/2030,,
2020,,IDB,10/1/2020,IDB000000003317,YANFENG US AUTOMOTIVE INTERIOR SYSTEMS,7463 BONNYSHIRE DR,Chattanooga,129M D 011,Real,ID01,TODD BARRON,AGENT,TBARRON@BARRONTAX.COM,9000000.0,,117951.0,121669.0,,05/15/2016,12/31/2030,,
2021,Hamilton,IDB,9/21/2021,,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,040158,Personal,ID01,RICH MACHT,TAX ANALYST,RWMACHT@AMAZON.COM,13751713.0,,55000.0,,,12/31/2011,12/31/2022,,
2021,,IDB,9/21/2021,,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,139074,Real,ID01,RICH MACHT,TAX ANALYST,RWMACHT@AMAZON.COM,69329100.0,,381000.0,,,12/31/2011,12/31/2022,,
2021,,IDB,9/30/2021,,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00502,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,861274.0,50294.0,4638.0,4612.0,,02/27/2008,02/27/2028,,
2021,,IDB,9/30/2021,,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00501,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,100957048.0,5895427.0,457933.0,455348.0,,02/27/2008,02/27/2028,,
2021,,IDB,9/30/2021,,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00500,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,90181678.0,5266195.0,408417.0,406112.0,,02/27/2008,02/27/2028,,
2021,,IDB,9/22/2021,,COCA-COLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,1380 B 00103,Real,ID01,MATTHEW BALANCE,SENIOR TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,47155700.0,,106101.0,129678.0,,04/23/2014,04/23/2026,,
2021,,IDB,9/22/2021,,COCA-COLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,47001,Personal,ID01,MATTHEW BALANCE,SENIOR TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,7328299.0,,12366.0,15115.0,,04/23/2014,04/23/2026,,
2021,,HED,9/17/2021,,ECG CHESTNUT LP,ECG CHESTNUT LP,Chattanooga,145KG001,Real,HE05,ANN MARIE WETHERINGTON,DIRECTOR OF COMPLIANCE,AWETHERINGTON@ELMINGTONPM.COM,75840.0,,,,,12/19/2017,12/31/2033,,
2021,,HED,9/7/2021,,HERITAGE-MACLELLAN APARTMENTS,721 BROAD ST,Chattanooga,145CBA005L000,Real,HE05,BRITTANY HARDY,PROPERTY OPERATIONS MANAGER,BHARDY@HLD-LLC.COM,1041800.0,,806.0,13025.0,,04/15/2016,04/05/2032,,
2021,,IDB,9/15/2021,,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE & 10638 APISON PIKE,Collegedale,10052016,Personal,ID01,LISA CAGLE,VICE PRESIDENT & CONTROLLER,DAWN.BROCK@MCKEE.COM,67012452.0,,215613.0,473288.0,,12/29/2017,12/28/2027,,
2021,,IDB,9/15/2021,,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE,Collegedale,141033L000,Real,ID01,LISA CAGLE,VICE PRESIDENT & CONTROLLER,DAWN.BROCK@MCKEE.COM,14426400.0,,61889.0,135852.0,,12/29/2017,12/28/2027,,
2021,,IDB,9/15/2021,,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE,Collegedale,10058089,Personal,ID01,LISA CAGLE,VICE PRESIDENT & CONTROLLER,DAWN.BROCK@MCKEE.COM,4793803.0,,,17981.0,,01/01/2020,12/31/2034,,
2021,,HED,9/20/2021,,"MK, LLC",1421 MARKET STREET,Chattanooga,145L B 00600,Real,HE05,MORGAN G. ADAMS,"CHIEF MANAGER, ADAMS LLC",ADAMS@TRUCKWRECKJUSTICE.COM,890640.0,,7300.0,8784.0,,09/27/2005,12/27/2021,,
2021,,HED,9/17/2021,,PATTEN AFFORDABLE PARTNERS LP,1 EAST 11TH STRETT,Chattanooga,145 DX 007,Real,HE05,ANN MARIE WETHERINGTON,DIRECTOR OF COMPLIANCE,AWETHERINGTON@ELMINGTONPM.COM,2878320.0,,,,,06/07/2019,12/31/2044,,
2021,,IDB,9/29/2021,,PROVIDENT LIFE & ACCIDENT INSURANCE CO,437 WALNUT STREET,Chattanooga,135M E 00100,Real,ID04,WATSON MARGIE,"FINANCIAL MANAGER, C&W",MWATSON2@UNUM.COM,8368120.0,,57162.0,69418.0,,02/26/2011,02/26/2026,,
2021,,HED,9/2/2021,,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,1022310,Personal,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,2366902.0,,,,,01/01/2003,01/01/2052,,
2021,,HED,9/2/2021,,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,139 00302,Real,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,16435172.0,,,,,01/01/2003,01/01/2052,,
2021,,HED,9/21/2021,,TSO CHATTANOOGA DEVELOPMENT LP,728 MARKET STREET,Chattanooga,145 DA D 010 S000,Real,HE05,GAIL BATTLE,SR. VICE PRESIDENT,GAIL@SIMPSONORG.COM,22403534.0,,,,,10/17/2015,12/29/2031,,
2021,,IDB,9/30/2021,,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,130 00118 018,Real,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,580075466.0,,2941064.0,,,12/24/2009,12/23/2039,,
2021,,IDB,9/30/2021,,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,1038312,Personal,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,611666023.0,,1856284.0,,,12/24/2009,12/23/2039,,
2021,,HED,9/22/2021,,WALNUT COMMONS LLC,212 WALNUT ST,Chattanooga,135 M B 008 2001,Real,HE05,KATHY ORTIZ,ACCOUNTING MANAGER,KORTIZ@GRAYCLIFFCAPITAL.COM,9890200.0,1329030.0,2289.0,2741.0,,11/28/2010,11/27/2025,,
2021,,IDB,9/28/2021,,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,40153,Personal,ID01,MARK HEFFERAN,TAX AGENT,MARK.HEFFERAN@RYAN.COM,1424608.0,,,,,12/31/2010,01/01/2023,,
2021,,IDB,9/28/2021,,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,131I A 00201,Real,ID01,MARK HEFFERAN,TAX AGENT,MARK.HEFFERAN@RYAN.COM,1894500.0,,,,,12/31/2010,01/01/2023,,
2021,,IDB,9/29/2021,,YANFENG US AUTOMOTIVE INTERIOR SYSTEMS,7463 BONNYSHIRE DR,Chattanooga,50278,Personal,ID01,TODD BARRON,AGENT,TBARRON@BARRONTAX.COM,11042156.0,,44088.0,62907.0,,05/15/2016,12/31/2030,,
2021,,IDB,9/29/2021,,YANFENG US AUTOMOTIVE INTERIOR SYSTEMS,7463 BONNYSHIRE DR,Chattanooga,129M D 011,Real,ID01,TODD BARRON,AGENT,TBARRON@BARRONTAX.COM,9000000.0,,40986.0,58480.0,,05/15/2016,12/31/2030,,
2022,Hamilton,IDB,9/27/2022,,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,040158,Personal,ID01,SWETHA GOUD,SR. TAX ANALYST,SWEP@AMAZON.COM,13749157.0,,55000.0,,,12/24/2011,12/24/2022,,
2022,,IDB,9/27/2022,,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,139074,Real,ID01,SWETHA GOUD,SR. TAX ANALYST,SWEP@AMAZON.COM,69329100.0,,381000.0,,,12/28/2011,12/28/2022,,
2022,,IDB,9/28/2022,,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00502,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,861274.0,49450.0,4837.0,4810.0,,02/27/2008,02/27/2028,,
2022,,IDB,9/28/2022,,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00501,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,100957048.0,5796424.0,609313.0,605874.0,,02/27/2008,02/27/2028,,
2022,,IDB,9/28/2022,,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00500,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,90181678.0,5177759.0,437540.0,435070.0,,02/27/2008,02/27/2028,,
2022,,IDB,9/21/2022,,COCA-COLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,1380 B 00103,Real,ID01,MATTHEW BALANCE,SENIOR TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,47155700.0,,106101.0,129678.0,,04/23/2014,04/23/2026,,
2022,,IDB,9/21/2022,,COCA-COLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,47001,Personal,ID01,MATTHEW BALANCE,SENIOR TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,4416610.0,,7067.0,8833.0,,04/23/2014,04/23/2026,,
2022,,HED,9/27/2022,,ECG CHESTNUT LP,ECG CHESTNUT LP,Chattanooga,145KG001,Real,HE05,JENNA DANLEY,DIRECTOR OF COMPLIANCE,JDANLEY@ELMINGTONPM.COM,75840.0,,,,,12/19/2017,12/31/2033,,
2022,,IDB,9/29/2022,,"GESTAMP CHATTANOOGA II, LLC",7529 FERDINAND PIECH WAY,Chattanooga,048704P,Personal,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,11894070.0,,40142.0,57964.0,,12/09/2015,12/29/2026,,
2022,,IDB,9/29/2022,,"GESTAMP CHATTANOOGA II, LLC",7529 FERDINAND PIECH WAY,Chattanooga,13000134,Real,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,45589300.0,,205152.0,296230.0,,12/09/2015,12/29/2026,,
2022,,IDB,9/29/2022,,"GESTAMP CHATTANOOGA, LLC",4120 JERSEY PIKE,Chattanooga,138I A 003,Real,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,13625000.0,,61315.0,88536.0,,11/30/2015,12/28/2026,,
2022,,IDB,9/29/2022,,"GESTAMP CHATTANOOGA, LLC",3063 HICKORY VALLEY ROAD,Chattanooga,038692P,Personal,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,10662133.0,,46492.0,46230.0,,02/07/2010,12/28/2024,,
2022,,IDB,9/29/2022,,"GESTAMP CHATTANOOGA, LLC",3093 HICKORY VALLEY RD,Chattanooga,049271P,Personal,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,24132407.0,,81447.0,117606.0,,10/31/2015,12/28/2026,,
2022,,IDB,9/29/2022,,"GESTAMP CHATTANOOGA, LLC",3093 HICKORY VALLEY RD,Chattanooga,13000126,Real,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,13609500.0,,61243.0,88432.0,,10/31/2015,12/28/2026,,
2022,,IDB,9/29/2022,,"GESTAMP CHATTANOOGA, LLC",4120 JERSEY PIKE,Chattanooga,048703P,Personal,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,39996917.0,,134990.0,194919.0,,11/30/2015,12/28/2026,,
2022,,IDB,9/29/2022,,"GESTAMP CHATTANOOGA, LLC",3063 HICKORY VALLEY ROAD,Chattanooga,130 00125,Real,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,80546000.0,,468294.0,465651.0,,02/07/2010,12/28/2024,,
2022,,HED,10/18/2022,,HERITAGE-MACLELLAN APARTMENTS,721 BROAD ST,Chattanooga,145CBA005L000,Real,HE05,BRITTANY HARDY,PROPERTY OPERATIONS MANAGER,BHARDY@HLD-LLC.COM,1041800.0,,806.0,13025.0,,04/15/2016,04/05/2032,,
2022,,IDB,10/4/2022,,HOMESERVE USA CORP,7134 LEE HIGHWAY,Chattanooga,139 P C 007,Real,ID06,DAVID LIPSKY,TAX DIRECTOR,DAVID.LIPSKY@HOMESERVEUSA.COM,5456100.0,667000.0,,,,12/18/2017,12/18/2023,,
2022,,IDB,10/4/2022,,HOMESERVE USA CORP,7134 LEE HIGHWAY,Chattanooga,139 P C 007 P,Personal,ID06,DAVID LIPSKY,TAX DIRECTOR,DAVID.LIPSKY@HOMESERVEUSA.COM,2493843.0,667000.0,,,,12/17/2017,12/17/2023,,
2022,,IDB,9/26/2022,,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE & 10638 APISON PIKE,Collegedale,10052016,Personal,ID01,BRYAN MATTICE,CONTROLLER,DAWN.BROCK@MCKEE.COM,53763454.0,,145694.0,307223.0,,12/29/2017,12/28/2027,,
2022,,IDB,9/26/2022,,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE,Collegedale,141033L000,Real,ID01,BRYAN MATTICE,CONTROLLER,DAWN.BROCK@MCKEE.COM,5770560.0,,52126.0,109917.0,,12/29/2017,12/28/2027,,
2022,,IDB,9/26/2022,,MCKEE FOODS CORPORATION,10300 APISON PIKE,Collegedale,10058089,Personal,ID01,BRYAN MATTICE,CONTROLLER,DAWN.BROCK@MCKEE.COM,13711671.0,,,14548.0,,01/01/2020,12/31/2034,,
2022,,IDB,9/26/2022,,MCKEE FOODS CORPORATION,10300 APISON PIKE,Chattanooga,140 172 L000,Real,ID01,BRYAN MATTICE,CONTROLLER,DAWN.BROCK@MCKEE.COM,715000.0,,,2893.0,,01/01/2020,12/31/2034,,
2022,,IDB,9/30/2022,,NOVONIX ANODE MATERIALS LLC,1029 WEST 19TH STREET,Chattanooga,145G A 00217 000,Real,ID01,MARK W. SMITH,ATTORNEY,MARK.SMITH@MILLERMARTIN.COM,41843328.0,,,,,07/28/2021,12/31/2036,,
2022,,IDB,9/30/2022,,NOVONIX ANODE MATERIALS LLC,1029 WEST 19TH STREET,Chattanooga,145G A 00218 000,Real,ID01,MARK W. SMITH,ATTORNEY,MARK.SMITH@MILLERMARTIN.COM,22004.0,,,,,07/28/2021,12/31/2036,,
2022,,IDB,9/30/2022,,NOVONIX ANODE MATERIALS LLC,1029 WEST 19TH STREET,Chattanooga,10061953,Personal,ID01,MARK W. SMITH,ATTORNEY,MARK.SMITH@MILLERMARTIN.COM,16684034.0,,,,,07/28/2021,12/31/2036,,
2022,,IDB,9/15/2022,,PROVIDENT LIFE & ACCIDENT INSURANCE CO,437 WALNUT STREET,Chattanooga,135M E 00100,Real,ID04,WATSON MARGIE,"FINANCIAL MANAGER, C&W",MWATSON2@UNUM.COM,12362160.0,,83445.0,82974.0,,02/26/2011,02/26/2026,,
2022,,IDB,9/30/2022,,SOUTHLAND PARTNERS,2601 RIVERPORT ROAD,Chattanooga,127K A00129 000,Real,ID01,KEVIN CARDWELL,CORPORATE CONTROLLER,KEVIN.CARDWELL@SCTRAY.COM,3216000.0,,,,,09/21/2021,09/21/2026,,
2022,,HED,9/21/2022,,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,1022310,Personal,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,2366902.0,,,,,01/01/2003,01/01/2052,,
2022,,HED,9/21/2022,,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,139 00302,Real,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,16435172.0,,,,,01/01/2003,01/01/2052,,
2022,,HED,9/15/2022,,TSO CHATTANOOGA DEVELOPMENT LP,728 MARKET STREET,Chattanooga,145 DA D 010 S000,Real,HE05,GAIL BATTLE,SR. VICE PRESIDENT,GAIL@SIMPSONORG.COM,22403534.0,,,,,10/17/2015,12/29/2031,,
2022,,IDB,10/1/2022,,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,130 00118 018,Real,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,541263006.0,,3009779.0,,,12/24/2009,12/23/2039,,
2022,,IDB,10/1/2022,,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,1038312,Personal,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,469864918.0,,1747436.0,,,12/24/2009,12/23/2039,,
2022,,IDB,9/14/2022,,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,40153,Personal,ID01,MARK HEFFERAN,TAX AGENT,MARK.HEFFERAN@RYAN.COM,1424608.0,,,,,12/31/2010,01/01/2023,,
2022,,IDB,9/14/2022,,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,131I A 00201,Real,ID01,MARK HEFFERAN,TAX AGENT,MARK.HEFFERAN@RYAN.COM,1894500.0,,,,,12/31/2010,01/01/2023,,
2022,,IDB,9/30/2022,,YANFENG US AUTOMOTIVE INTERIOR SYSTEMS,7463 BONNYSHIRE DR,Chattanooga,50278,Personal,ID01,TODD BARRON,AGENT,TBARRON@BARRONTAX.COM,10608820.0,,35805.0,51700.0,,05/15/2016,12/31/2030,,
2022,,IDB,9/30/2022,,YANFENG US AUTOMOTIVE INTERIOR SYSTEMS,7463 BONNYSHIRE DR,Chattanooga,129M D 011,Real,ID01,TODD BARRON,AGENT,TBARRON@BARRONTAX.COM,9000000.0,,40500.0,58480.0,,05/15/2016,12/31/2030,,
2023,Hamilton,HED,2023-09-24 00:00:00,,BAYBERRY APARTMENTS,NOF,Chattanooga,146 D A009,Real,HE05,MISTI BAARSCH,DIRECTOR OF ACCOUNTING,MBAARSCH1@ALCOMGT.COM,3667200.0,,33078.0,89336.0,,02/15/2018,12/31/2032,,
2023,,IDB,2023-09-27 00:00:00,,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N  B  00502,Real,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,861274.0,48276.0,4837.0,4810.0,,02/27/2008,02/27/2028,,
